Page,date,value
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-26,541
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-27,977
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-28,616
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-29,453
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-30,351
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2015-12-31,208
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-01,305
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-02,304
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-03,352
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-04,354
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-05,562
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-06,440
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-07,473
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-08,390
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-09,786
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-10,388
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-11,480
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-12,408
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-13,331
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-14,317
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-15,313
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-16,258
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-17,316
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-18,443
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-19,473
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-20,396
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-21,451
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-22,331
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-23,268
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-24,253
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-25,356
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-26,390
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-27,267
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-28,270
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-29,234
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-30,263
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-01-31,356
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-01,402
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-02,371
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-03,294
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-04,306
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-05,348
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-06,254
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-07,216
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-08,379
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-09,344
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-10,286
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-11,271
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-12,295
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-13,595
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-14,471
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-15,327
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-16,355
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-17,335
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-18,389
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-19,306
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-20,266
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-21,260
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-22,323
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-23,354
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-24,363
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-25,273
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-26,244
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-27,249
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-28,246
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-02-29,254
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-01,252
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-02,435
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-03,436
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-04,242
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-05,226
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-06,300
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-07,365
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-08,583
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-09,479
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-10,327
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-11,252
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-12,251
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-13,245
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-14,342
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-15,303
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-16,316
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-17,311
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-18,355
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-19,271
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-20,254
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-21,265
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-22,320
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-23,275
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-24,329
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-25,287
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-26,285
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-27,277
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-28,300
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-29,321
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-30,311
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-03-31,263
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-01,309
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-02,863
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-03,647
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-04,432
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-05,1500
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-06,838
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-07,477
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-08,482
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-09,322
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-10,300
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-11,440
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-12,482
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-13,711
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-14,702
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-15,2048
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-16,529
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-17,944
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-18,855
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-19,781
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-20,2656
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-21,11175
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-22,3258
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-23,1716
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-24,1680
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-25,1109
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-26,775
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-27,626
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-28,534
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-29,484
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-04-30,556
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-01,820
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-02,582
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-03,422
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-04,294
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-05,818
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-06,522
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-07,321
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-08,306
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-09,364
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-10,363
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-11,433
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-12,369
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-13,290
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-14,478
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-15,476
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-16,530
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-17,403
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-18,684
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-19,439
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-20,288
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-21,198
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-22,198
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-23,328
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-24,293
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-25,312
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-26,284
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-27,254
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-28,277
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-29,230
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-30,325
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-05-31,563
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-01,575
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-02,607
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-03,398
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-04,229
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-05,253
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-06,452
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-07,516
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-08,449
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-09,1011
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-10,5836
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-11,3172
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-12,1588
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-13,1211
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-14,793
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-15,737
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-16,808
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-17,716
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-18,426
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-19,424
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-20,600
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-21,754
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-22,629
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-23,710
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-24,795
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-25,501
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-26,428
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-27,550
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-28,782
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-29,621
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-06-30,465
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-01,434
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-02,299
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-03,257
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-04,322
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-05,393
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-06,371
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-07,353
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-08,273
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-09,226
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-10,234
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-11,433
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-12,449
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-13,435
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-14,418
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-15,308
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-16,206
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-17,253
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-18,263
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-19,349
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-20,275
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-21,282
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-22,341
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-23,208
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-24,173
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-25,265
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-26,376
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-27,224
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-28,225
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-29,280
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-30,179
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-07-31,152
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-01,239
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-02,250
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-03,244
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-04,278
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-05,216
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-06,206
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-07,211
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-08,268
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-09,396
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-10,301
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-11,302
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-12,276
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-13,146
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-14,205
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-15,249
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-16,272
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-17,240
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-18,201
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-19,381
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-20,311
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-21,747
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-22,463
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-23,459
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-24,293
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-25,315
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-26,522
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-27,241
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-28,338
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-29,283
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-30,308
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-08-31,285
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-01,252
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-02,179
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-03,159
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-04,216
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-05,394
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-06,298
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-07,270
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-08,251
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-09,223
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-10,153
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-11,208
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-12,208
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-13,213
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-14,203
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-15,227
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-16,191
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-17,151
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-18,172
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-19,217
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-20,296
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-21,235
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-22,242
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-23,181
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-24,162
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-25,214
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-26,317
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-27,318
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-28,259
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-29,283
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-09-30,288
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-01,195
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-02,232
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-03,214
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-04,245
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-05,272
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-06,358
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-07,217
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-08,243
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-09,371
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-10,339
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-11,226
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-12,287
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-13,493
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-14,410
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-15,325
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-16,230
"Philip,_Duke_of_Edinburgh_de.wikipedia.org_desktop_all-agents",2016-10-17,283
