order_id,order_line,order_date,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
163,2,2011-06-20,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Los Angeles Cycles,Los Angeles,CA
163,3,2011-06-20,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Los Angeles Cycles,Los Angeles,CA
163,4,2011-06-20,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Los Angeles Cycles,Los Angeles,CA
164,1,2011-06-20,1,980,980,Trail 4,Mountain,Sport,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
165,1,2011-06-20,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
166,1,2011-06-20,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Austin Cruisers,Austin,TX
167,1,2011-06-21,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
168,1,2011-06-21,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Dallas Cycles,Dallas,TX
168,2,2011-06-21,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Dallas Cycles,Dallas,TX
168,3,2011-06-21,3,2130,6390,Fat CAAD2,Mountain,Fat Bike,Aluminum,Dallas Cycles,Dallas,TX
168,4,2011-06-21,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Dallas Cycles,Dallas,TX
168,5,2011-06-21,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Dallas Cycles,Dallas,TX
168,6,2011-06-21,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Dallas Cycles,Dallas,TX
168,7,2011-06-21,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Dallas Cycles,Dallas,TX
168,8,2011-06-21,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Dallas Cycles,Dallas,TX
168,9,2011-06-21,5,5330,26650,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Dallas Cycles,Dallas,TX
168,10,2011-06-21,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Dallas Cycles,Dallas,TX
169,1,2011-06-22,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
169,2,2011-06-22,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
169,3,2011-06-22,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
169,4,2011-06-22,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
169,5,2011-06-22,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
169,6,2011-06-22,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
169,7,2011-06-22,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
169,8,2011-06-22,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
169,9,2011-06-22,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
169,10,2011-06-22,2,2130,4260,Beast of the East 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
169,11,2011-06-22,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
169,12,2011-06-22,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
170,1,2011-06-22,3,8200,24600,Trigger Carbon 1,Mountain,Over Mountain,Carbon,New Orleans Velocipedes,New Orleans,LA
170,2,2011-06-22,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,New Orleans Velocipedes,New Orleans,LA
170,3,2011-06-22,2,3200,6400,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,New Orleans Velocipedes,New Orleans,LA
170,4,2011-06-22,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,New Orleans Velocipedes,New Orleans,LA
170,5,2011-06-22,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,New Orleans Velocipedes,New Orleans,LA
170,6,2011-06-22,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,New Orleans Velocipedes,New Orleans,LA
170,7,2011-06-22,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,New Orleans Velocipedes,New Orleans,LA
170,8,2011-06-22,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,New Orleans Velocipedes,New Orleans,LA
170,9,2011-06-22,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,New Orleans Velocipedes,New Orleans,LA
170,10,2011-06-22,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,New Orleans Velocipedes,New Orleans,LA
170,11,2011-06-22,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,New Orleans Velocipedes,New Orleans,LA
170,12,2011-06-22,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,New Orleans Velocipedes,New Orleans,LA
170,13,2011-06-22,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,New Orleans Velocipedes,New Orleans,LA
170,14,2011-06-22,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,New Orleans Velocipedes,New Orleans,LA
170,15,2011-06-22,2,4500,9000,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,New Orleans Velocipedes,New Orleans,LA
170,16,2011-06-22,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,New Orleans Velocipedes,New Orleans,LA
170,17,2011-06-22,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,New Orleans Velocipedes,New Orleans,LA
171,1,2011-06-23,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Las Vegas Cycles,Las Vegas,NV
171,2,2011-06-23,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Las Vegas Cycles,Las Vegas,NV
171,3,2011-06-23,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Las Vegas Cycles,Las Vegas,NV
172,1,2011-06-24,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,San Antonio Bike Shop,San Antonio,TX
172,2,2011-06-24,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,San Antonio Bike Shop,San Antonio,TX
172,3,2011-06-24,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,San Antonio Bike Shop,San Antonio,TX
173,1,2011-06-24,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Miami Race Equipment,Miami,FL
173,2,2011-06-24,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Miami Race Equipment,Miami,FL
173,3,2011-06-24,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
173,4,2011-06-24,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
173,5,2011-06-24,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Miami Race Equipment,Miami,FL
173,6,2011-06-24,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
174,1,2011-06-24,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Nashville Cruisers,Nashville,TN
174,2,2011-06-24,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Nashville Cruisers,Nashville,TN
174,3,2011-06-24,2,1030,2060,CAAD8 Sora,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
174,4,2011-06-24,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Nashville Cruisers,Nashville,TN
174,5,2011-06-24,1,980,980,Trail 4,Mountain,Sport,Aluminum,Nashville Cruisers,Nashville,TN
174,6,2011-06-24,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Nashville Cruisers,Nashville,TN
174,7,2011-06-24,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Nashville Cruisers,Nashville,TN
174,8,2011-06-24,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Nashville Cruisers,Nashville,TN
174,9,2011-06-24,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Nashville Cruisers,Nashville,TN
174,10,2011-06-24,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
174,11,2011-06-24,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Nashville Cruisers,Nashville,TN
174,12,2011-06-24,2,1750,3500,SuperX Rival CX1,Road,Cyclocross,Carbon,Nashville Cruisers,Nashville,TN
174,13,2011-06-24,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Nashville Cruisers,Nashville,TN
174,14,2011-06-24,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Nashville Cruisers,Nashville,TN
174,15,2011-06-24,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Nashville Cruisers,Nashville,TN
175,1,2011-06-24,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Tampa 29ers,Tampa,FL
175,2,2011-06-24,2,1080,2160,Trail 3,Mountain,Sport,Aluminum,Tampa 29ers,Tampa,FL
175,3,2011-06-24,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Tampa 29ers,Tampa,FL
175,4,2011-06-24,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Tampa 29ers,Tampa,FL
175,5,2011-06-24,1,815,815,Trail 5,Mountain,Sport,Aluminum,Tampa 29ers,Tampa,FL
175,6,2011-06-24,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Tampa 29ers,Tampa,FL
175,7,2011-06-24,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Tampa 29ers,Tampa,FL
175,8,2011-06-24,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Tampa 29ers,Tampa,FL
175,9,2011-06-24,3,3500,10500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Tampa 29ers,Tampa,FL
175,10,2011-06-24,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Tampa 29ers,Tampa,FL
175,11,2011-06-24,2,11190,22380,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Tampa 29ers,Tampa,FL
175,12,2011-06-24,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Tampa 29ers,Tampa,FL
175,13,2011-06-24,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Tampa 29ers,Tampa,FL
176,1,2011-06-27,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Austin Cruisers,Austin,TX
176,2,2011-06-27,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Austin Cruisers,Austin,TX
177,1,2011-06-27,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
177,2,2011-06-27,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
177,3,2011-06-27,6,6070,36420,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Providence Bi-peds,Providence,RI
177,4,2011-06-27,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Providence Bi-peds,Providence,RI
177,5,2011-06-27,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
177,6,2011-06-27,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Providence Bi-peds,Providence,RI
177,7,2011-06-27,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
177,8,2011-06-27,2,1080,2160,Trail 3,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
177,9,2011-06-27,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Providence Bi-peds,Providence,RI
177,10,2011-06-27,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Providence Bi-peds,Providence,RI
177,11,2011-06-27,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Providence Bi-peds,Providence,RI
177,12,2011-06-27,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Providence Bi-peds,Providence,RI
177,13,2011-06-27,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Providence Bi-peds,Providence,RI
177,14,2011-06-27,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Providence Bi-peds,Providence,RI
177,15,2011-06-27,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Providence Bi-peds,Providence,RI
177,16,2011-06-27,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Providence Bi-peds,Providence,RI
177,17,2011-06-27,2,1410,2820,CAAD8 105,Road,Elite Road,Aluminum,Providence Bi-peds,Providence,RI
177,18,2011-06-27,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Providence Bi-peds,Providence,RI
177,19,2011-06-27,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Providence Bi-peds,Providence,RI
177,20,2011-06-27,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Providence Bi-peds,Providence,RI
177,21,2011-06-27,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Providence Bi-peds,Providence,RI
177,22,2011-06-27,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Providence Bi-peds,Providence,RI
177,23,2011-06-27,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Providence Bi-peds,Providence,RI
177,24,2011-06-27,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Providence Bi-peds,Providence,RI
177,25,2011-06-27,2,4500,9000,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Providence Bi-peds,Providence,RI
177,26,2011-06-27,1,980,980,Trail 4,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
178,1,2011-06-29,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Cincinnati Speed,Cincinnati,OH
178,2,2011-06-29,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,Cincinnati Speed,Cincinnati,OH
178,3,2011-06-29,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Cincinnati Speed,Cincinnati,OH
178,4,2011-06-29,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Cincinnati Speed,Cincinnati,OH
178,5,2011-06-29,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
178,6,2011-06-29,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Cincinnati Speed,Cincinnati,OH
178,7,2011-06-29,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Cincinnati Speed,Cincinnati,OH
178,8,2011-06-29,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Cincinnati Speed,Cincinnati,OH
179,1,2011-06-29,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
179,2,2011-06-29,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
179,3,2011-06-29,4,4260,17040,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
180,1,2011-06-29,2,3200,6400,Slice Ultegra D12,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
180,2,2011-06-29,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
180,3,2011-06-29,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
180,4,2011-06-29,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
180,5,2011-06-29,2,2130,4260,Beast of the East 2,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
180,6,2011-06-29,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Ann Arbor Speed,Ann Arbor,MI
181,1,2011-06-29,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Dallas Cycles,Dallas,TX
181,2,2011-06-29,1,5860,5860,CAAD12 Black Inc,Road,Elite Road,Aluminum,Dallas Cycles,Dallas,TX
182,1,2011-06-30,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Providence Bi-peds,Providence,RI
182,2,2011-06-30,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
182,3,2011-06-30,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
182,4,2011-06-30,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Providence Bi-peds,Providence,RI
182,5,2011-06-30,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Providence Bi-peds,Providence,RI
182,6,2011-06-30,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Providence Bi-peds,Providence,RI
182,7,2011-06-30,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Providence Bi-peds,Providence,RI
182,8,2011-06-30,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Providence Bi-peds,Providence,RI
182,9,2011-06-30,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Providence Bi-peds,Providence,RI
182,10,2011-06-30,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Providence Bi-peds,Providence,RI
183,1,2011-06-30,1,4260,4260,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
183,2,2011-06-30,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
183,3,2011-06-30,2,1840,3680,Supersix Evo Tiagra,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
183,4,2011-06-30,2,2240,4480,Synapse Carbon 105,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
183,5,2011-06-30,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
183,6,2011-06-30,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Miami Race Equipment,Miami,FL
183,7,2011-06-30,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Miami Race Equipment,Miami,FL
183,8,2011-06-30,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Miami Race Equipment,Miami,FL
183,9,2011-06-30,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
183,10,2011-06-30,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Miami Race Equipment,Miami,FL
183,11,2011-06-30,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
183,12,2011-06-30,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
183,13,2011-06-30,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Miami Race Equipment,Miami,FL
183,14,2011-06-30,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
183,15,2011-06-30,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
183,16,2011-06-30,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Miami Race Equipment,Miami,FL
183,17,2011-06-30,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
183,18,2011-06-30,2,1080,2160,Trail 3,Mountain,Sport,Aluminum,Miami Race Equipment,Miami,FL
183,19,2011-06-30,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
183,20,2011-06-30,2,1750,3500,SuperX Rival CX1,Road,Cyclocross,Carbon,Miami Race Equipment,Miami,FL
183,21,2011-06-30,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
183,22,2011-06-30,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
184,1,2011-06-30,1,980,980,Trail 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
184,2,2011-06-30,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
184,3,2011-06-30,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
184,4,2011-06-30,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
184,5,2011-06-30,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
184,6,2011-06-30,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
184,7,2011-06-30,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
184,8,2011-06-30,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
185,1,2011-07-01,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
186,1,2011-07-04,3,2880,8640,Habit 4,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
186,2,2011-07-04,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
187,1,2011-07-05,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
188,1,2011-07-05,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
189,1,2011-07-06,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,New Orleans Velocipedes,New Orleans,LA
189,2,2011-07-06,4,4800,19200,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,New Orleans Velocipedes,New Orleans,LA
190,1,2011-07-07,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
190,2,2011-07-07,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
190,3,2011-07-07,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
190,4,2011-07-07,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
190,5,2011-07-07,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
190,6,2011-07-07,2,5330,10660,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
190,7,2011-07-07,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
190,8,2011-07-07,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
190,9,2011-07-07,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
190,10,2011-07-07,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
190,11,2011-07-07,2,980,1960,Trail 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
190,12,2011-07-07,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
190,13,2011-07-07,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
190,14,2011-07-07,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
190,15,2011-07-07,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
190,16,2011-07-07,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
191,1,2011-07-08,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
191,2,2011-07-08,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
191,3,2011-07-08,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
191,4,2011-07-08,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
191,5,2011-07-08,4,1030,4120,CAAD8 Sora,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
191,6,2011-07-08,2,2880,5760,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
191,7,2011-07-08,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
191,8,2011-07-08,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
191,9,2011-07-08,2,3730,7460,Fat CAAD1,Mountain,Fat Bike,Aluminum,Denver Bike Shop,Denver,CO
191,10,2011-07-08,1,980,980,Trail 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
191,11,2011-07-08,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
191,12,2011-07-08,2,2660,5320,Bad Habit 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
191,13,2011-07-08,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
191,14,2011-07-08,6,12250,73500,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
191,15,2011-07-08,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
191,16,2011-07-08,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
191,17,2011-07-08,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
191,18,2011-07-08,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
191,19,2011-07-08,2,3200,6400,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
191,20,2011-07-08,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
191,21,2011-07-08,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Denver Bike Shop,Denver,CO
